List of Securities,,,,,,,,,,,,,,,,,,,,
Updated as at 03/12/2019,,,,,,,,,,,,,,,,,,,,
Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type,,,
00207,JOY CITY PPT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5210S1061,,Y,Y,Y,,,,Y,,,,,,
00208,POLYTEC ASSET,Equity,Equity Securities (Main Board),"5,000",HKD 0.1000,KYG716591170,,Y,Y,Y,,,,Y,,,,,,
00209,WINSHINE SCI,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG9723F1068,,Y,,Y,,,,Y,,,,,,
00210,DAPHNE INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2830J1031,,Y,,Y,,,,Y,,,,,,
00211,STYLAND HOLD,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG8540A1678,,Y,,Y,,,,Y,,,,,,
00212,NANYANG HOLD,Equity,Equity Securities (Main Board),500,HKD 0.1000,BMG6362N1011,,Y,,Y,,,,Y,,,,,,
00213,NATIONAL ELEC H,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6374F1041,,Y,,Y,,,,Y,,,,,,
00214,ASIA ORIENT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0534H1189,,Y,,Y,,,,Y,,,,,,
00215,HUTCHTEL HK,Equity,Equity Securities (Main Board),"2,000",HKD 0.2500,KYG4672G1064,,Y,Y,Y,,,,Y,,,,,,
00216,CHINNEY INV,Equity,Equity Securities (Main Board),"4,000",,HK0216001088,,Y,,Y,,,,Y,,,,,,
00217,CHINA CHENGTONG,Equity,Equity Securities (Main Board),"2,000",,HK0217012357,,Y,,Y,,,,Y,,,,,,
00218,SWHYHK,Equity,Equity Securities (Main Board),"5,000",,HK0218001102,,Y,,Y,,,,Y,,,,,,
00219,SHUNHO PROPERTY,Equity,Equity Securities (Main Board),"2,000",,HK0219009344,,Y,,Y,,,,Y,,,,,,
00220,U-PRESID CHINA,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG9222R1065,,Y,Y,Y,,,,Y,,,,,,
00221,EASY ONE FIN,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG2916W1010,,Y,,Y,,,,Y,,,,,,
00222,MIN XIN HOLD,Equity,Equity Securities (Main Board),"2,000",,HK0222001130,,Y,,Y,,,,Y,,,,,,
00223,ELIFE HLDGS,Equity,Equity Securities (Main Board),"20,000",HKD 0.0200,KYG3002T1013,,Y,,Y,,,,Y,,,,,,
00224,PIONEER GLOBAL,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG7098N1002,,Y,,Y,,,,Y,,,,,,
00225,POKFULAM,Equity,Equity Securities (Main Board),"2,000",,HK0225001145,,Y,Y,Y,,,,Y,,,,,,
00226,LIPPO,Equity,Equity Securities (Main Board),"1,000",,HK0226001151,,Y,,Y,,,,Y,,,,,,
00227,FIRST SHANGHAI,Equity,Equity Securities (Main Board),"8,000",,HK0227001168,,Y,,Y,,,,Y,,,,,,
00228,CHINA ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,KYG2153W1033,,Y,,Y,,,,Y,,,,,,
00229,RAYMOND IND,Equity,Equity Securities (Main Board),"1,000",,HK0229001182,,Y,,Y,,,,Y,,,,,,
00230,MINMETALS LAND,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6144P1014,,Y,Y,Y,,,,Y,,,,,,
00231,PING AN SEC GP,Equity,Equity Securities (Main Board),"40,000",HKD 0.0100,BMG7115B1211,,Y,,Y,,,,Y,,,,,,
00232,AVIC INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0719V1063,,Y,,Y,,,,Y,,,,,,
00233,MY MEDICARE,Equity,Equity Securities (Main Board),"10,000",HKD 0.0500,BMG6179J1036,,Y,,Y,,,,Y,,,,,,
00234,NEW CENTURY GP,Equity,Equity Securities (Main Board),"24,000",HKD 0.0025,BMG644581396,,Y,,Y,,,,Y,,,,,,
00235,CHINA STRATEGIC,Equity,Equity Securities (Main Board),"5,000",,HK0235034623,,Y,,Y,,,,Y,,,,,,
00236,SAN MIGUEL HK,Equity,Equity Securities (Main Board),"2,000",,HK0236001209,,Y,,Y,,,,Y,,,,,,
00237,SAFETY GODOWN,Equity,Equity Securities (Main Board),"2,000",,HK0237001216,,Y,,Y,,,,Y,,,,,,
00238,EVERGREEN INT,Equity,Equity Securities (Main Board),"1,000",HKD 0.0010,KYG3225T1022,,Y,,Y,,,,Y,,,,,,
00239,PAK FAH YEOW,Equity,Equity Securities (Main Board),"2,500",HKD 0.0500,BMG6873Y1176,,Y,,Y,,,,Y,,,,,,
00240,BUILD KING HOLD,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,BMG1675M1064,,Y,,Y,,,,Y,,,,,,
00241,ALI HEALTH,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG0171K1018,,Y,Y,Y,,,,Y,,,,,,
00242,SHUN TAK HOLD,Equity,Equity Securities (Main Board),"2,000",,HK0242001243,,Y,Y,Y,,,,Y,,,,,,
00243,QPL INT'L,Equity,Equity Securities (Main Board),"9,000",HKD 0.0800,BMG7302M2037,,Y,,Y,,,,Y,,,,,,
00244,SINCERE,Equity,Equity Securities (Main Board),"1,000",,HK0244001258,,Y,,Y,,,,Y,,,,,,
00245,CN MINSHENG FIN,Equity,Equity Securities (Main Board),"10,000",,HK0000268943,,Y,Y,Y,,,,Y,,,,,,
00246,REALGOLD MINING,Equity,Equity Securities (Main Board),500,HKD 1.0000,KYG740991057,,Y,,Y,,,,Y,,,,,,
00247,TST PROPERTIES,Equity,Equity Securities (Main Board),"2,000",,HK0247001271,,Y,Y,Y,,,,Y,,,,,,
00248,HKC INT'L HOLD,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG4515X1007,,Y,,Y,,,,Y,,,,,,
00250,SINO-I TECH,Equity,Equity Securities (Main Board),"50,000",,HK0250031678,,Y,,Y,,,,Y,,,,,,
00251,SEA HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG7946B1000,,Y,Y,Y,,,,Y,,,,,,
00252,SE ASIA PPT,Equity,Equity Securities (Main Board),"2,000",,HK0252001307,,Y,,Y,,,,Y,,,,,,
00253,SHUNHO HOLDINGS,Equity,Equity Securities (Main Board),"2,000",,HK0253001314,,Y,,Y,,,,Y,,,,,,
00254,NUR HOLDINGS,Equity,Equity Securities (Main Board),"10,000",,HK0000171519,,Y,,Y,,,,Y,,,,,,
00255,LUNG KEE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5697D1011,,Y,,Y,,,,Y,,,,,,
00256,CITYCHAMP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2161T1004,,Y,Y,Y,,,,Y,,,,,,
00257,CHINA EB INT'L,Equity,Equity Securities (Main Board),"1,000",,HK0257001336,,Y,Y,Y,,,,Y,,,,,,
00258,TOMSON GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,KYG8917R1083,,Y,,Y,,,,Y,,,,,,
00259,YEEBO (INT'L H),Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG9835R1051,,Y,,Y,,,,Y,,,,,,
00260,AVIC JOY HLDG,Equity,Equity Securities (Main Board),"10,000",,HK0260032278,,Y,,Y,,,,Y,,,,,,
00261,GBA INV HLDGS,Equity,Equity Securities (Main Board),"80,000",HKD 0.0100,BMG4153U1036,,Y,Y,Y,,,,Y,,,,,,
00262,DESON DEV INT'L,Equity,Equity Securities (Main Board),"5,000",HKD 0.1000,BMG2734F1656,,Y,,Y,,,,Y,,,,,,
00263,GT GROUP HLDG,Equity,Equity Securities (Main Board),"4,000",,HK0000493806,,Y,,Y,,,,Y,,,,,,
00264,ASCENT INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG0563P1063,,Y,,Y,,,,Y,,,,,,
00265,ORIENT VICTORY,Equity,Equity Securities (Main Board),"10,000",HKD 0.0050,KYG6777V1106,,Y,,Y,,,,Y,,,,,,
00266,TIAN TECK LAND,Equity,Equity Securities (Main Board),"2,000",,HK0266001368,,Y,Y,Y,,,,Y,,,,,,
00267,CITIC,Equity,Equity Securities (Main Board),"1,000",,HK0267001375,,Y,Y,Y,Y,Y,Y,Y,,,,,,
00268,KINGDEE INT'L,Equity,Equity Securities (Main Board),"1,000",HKD 0.0250,KYG525681477,,Y,Y,Y,,,,Y,,,,,,
00269,CRTG,Equity,Equity Securities (Main Board),"5,000",HKD 0.2000,KYG2162D1126,,Y,,Y,,,,Y,,,,,,
00270,GUANGDONG INV,Equity,Equity Securities (Main Board),"2,000",,HK0270001396,,Y,Y,Y,Y,,,Y,,,,,,
00271,ASIASEC PPT,Equity,Equity Securities (Main Board),"1,000",,HK0271007608,,Y,,Y,,,,Y,,,,,,
00272,SHUI ON LAND,Equity,Equity Securities (Main Board),500,USD 0.0025,KYG811511131,,Y,Y,Y,,,,Y,,,,,,
00273,MASON GP HOLD,Equity,Equity Securities (Main Board),"20,000",,HK0000227089,,Y,Y,Y,,,,Y,,,,,,
00274,C BILLION RES,Equity,Equity Securities (Main Board),"40,000",HKD 0.0100,KYG2115F1155,,Y,,Y,,,,Y,,,,,,
00275,MASTER GLORY GP,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,BMG5891T1264,,Y,,Y,,,,Y,,,,,,
00276,MONGOLIA ENERGY,Equity,Equity Securities (Main Board),"3,000",HKD 0.0200,BMG6260K1348,,Y,,Y,,,,Y,,,,,,
00277,TERN PROPERTIES,Equity,Equity Securities (Main Board),"2,000",,HK0277001415,,Y,,Y,,,,Y,,,,,,
00278,WAH HA REALTY,Equity,Equity Securities (Main Board),"2,000",,HK0278001422,,Y,,Y,,,,Y,,,,,,
00279,FREEMAN FINTECH,Equity,Equity Securities (Main Board),"6,000",HKD 0.0100,KYG366302787,,Y,,Y,,,,Y,,,,,,
00280,KING FOOK HOLD,Equity,Equity Securities (Main Board),"2,000",,HK0280001436,,Y,,Y,,,,Y,,,,,,
00281,RIVERA (HOLD),Equity,Equity Securities (Main Board),"2,000",,HK0281001443,,Y,,Y,,,,Y,,,,,,
00282,NEXT DIGITAL,Equity,Equity Securities (Main Board),"10,000",,HK0000271764,,Y,,Y,,,,Y,,,,,,
00285,BYD ELECTRONIC,Equity,Equity Securities (Main Board),500,,HK0285041858,,Y,Y,Y,,,,Y,,,,,,
00286,CS HEALTH,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG2435N1039,,Y,Y,Y,,,,Y,,,,,,
00287,WINFAIR INV,Equity,Equity Securities (Main Board),"2,000",,HK0287001470,,Y,,Y,,,,Y,,,,,,
00288,WH GROUP,Equity,Equity Securities (Main Board),500,USD 0.0001,KYG960071028,,Y,Y,Y,Y,,,Y,,,,,,
00289,WING ON CO,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG970561087,,Y,Y,Y,,,,Y,,,,,,
00290,C FORTUNE FIN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG2118A1058,,Y,,Y,,,,Y,,,,,,
00291,CHINA RES BEER,Equity,Equity Securities (Main Board),"2,000",,HK0291001490,,Y,Y,Y,Y,,,Y,,,,,,
00292,ASIA STD HOTEL,Equity,Equity Securities (Main Board),"10,000",HKD 0.0200,BMG0535U1751,,Y,,Y,,,,Y,,,,,,
00293,CATHAY PAC AIR,Equity,Equity Securities (Main Board),"1,000",,HK0293001514,,Y,Y,Y,,Y,Y,Y,,,,,,
00294,YANGTZEKIANG,Equity,Equity Securities (Main Board),"1,000",,HK0294001521,,Y,,Y,,,,Y,,,,,,
00295,KONG SUN HOLD,Equity,Equity Securities (Main Board),"25,000",,HK0000120151,,Y,,Y,,,,Y,,,,,,
00296,EMPEROR E HOTEL,Equity,Equity Securities (Main Board),"5,000",HKD 0.0001,BMG313891027,,Y,,Y,,,,Y,,,,,,
00297,SINOFERT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG8403G1033,,Y,Y,Y,,,,Y,,,,,,
00298,CHUANG'S CHINA,Equity,Equity Securities (Main Board),"10,000",HKD 0.0500,BMG2122W1010,,Y,,Y,,,,Y,,,,,,
00299,GLORY SUN LAND,Equity,Equity Securities (Main Board),"5,000",HKD 0.0500,KYG3997X1170,,Y,,Y,,,,Y,,,,,,
00302,CMGE,Equity,Equity Securities (Main Board),"2,000",USD 0.0001,KYG2347J1094,,Y,,Y,,,,Y,,,,,,
00303,VTECH HOLDINGS,Equity,Equity Securities (Main Board),100,USD 0.0500,BMG9400S1329,,Y,Y,Y,,,,Y,,,,,,
00305,WULING MOTORS,Equity,Equity Securities (Main Board),"10,000",HKD 0.0040,BMG9604B1090,,Y,,Y,,,,Y,,,,,,
00306,KWOON CHUNG BUS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5330P1077,,Y,,Y,,,,Y,,,,,,
00307,UP ENERGY DEV,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG9289C1257,,Y,,Y,,,,Y,,,,,,
00308,CHINA TRAVEL HK,Equity,Equity Securities (Main Board),"2,000",,HK0308001558,,Y,Y,Y,,,,Y,,,,,,
00309,XH NEWS MEDIA,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG5699G1367,,Y,,Y,,,,Y,,,,,,
00310,PROSP INV HOLD,Equity,Investment Companies,"15,000",HKD 0.0250,BMG727401637,,Y,,Y,,,,Y,,,,,,
00311,LUEN THAI,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG5697P1046,,Y,,Y,,,,Y,,,,,,
00312,SHIRBLE STORE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG810871015,,Y,,Y,,,,Y,,,,,,
00313,RICHLY FIELD,Equity,Equity Securities (Main Board),"50,000",HKD 0.0500,BMG7568A1099,,Y,,Y,,,,Y,,,,,,
00315,SMARTONE TELE,Equity,Equity Securities (Main Board),500,HKD 0.1000,BMG8219Z1059,,Y,Y,Y,,,,Y,,,,,,
00316,OOIL,Equity,Equity Securities (Main Board),500,USD 0.1000,BMG677491539,,Y,Y,Y,,,,Y,,,,,,
00317,COMEC,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100000395,,Y,Y,Y,,,,Y,,,,,,
00318,VONGROUP,Equity,Equity Securities (Main Board),"5,000",HKD 0.0400,KYG9387J1132,,Y,,Y,,,,Y,,,,,,
00320,COMPUTIME,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2341T1031,,Y,,Y,,,,Y,,,,,,
00321,TEXWINCA HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,BMG8770Z1068,,Y,Y,Y,,,,Y,,,,,,
00322,TINGYI,Equity,Equity Securities (Main Board),"2,000",USD 0.0050,KYG8878S1030,,Y,Y,Y,,,,Y,,,,,,
00323,MAANSHAN IRON,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003R8,,Y,Y,Y,,,,Y,,,,,,
00326,CHINA STAR ENT,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG8437G3195,,Y,,Y,,,,Y,,,,,,
00327,PAX GLOBAL,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG6955J1036,,Y,Y,Y,,,,Y,,,,,,
00328,ALCO HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0154K1027,,Y,,Y,,,,Y,,,,,,
00329,OCI INTL,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG6706E1061,,Y,,Y,,,,Y,,,,,,
00330,ESPRIT HOLDINGS,Equity,Equity Securities (Main Board),100,HKD 0.1000,BMG3122U1457,,Y,Y,Y,,,,Y,,,,,,
00331,FSE SERVICES,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG3727N1088,,Y,,Y,,,,Y,,,,,,
00332,YUANHENG GAS,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG9877V1054,,Y,,Y,,,,Y,,,,,,
00333,TOP FORM INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,BMG8922H1299,,Y,,Y,,,,Y,,,,,,
00334,CH DISPLAY OPT,Equity,Equity Securities (Main Board),"8,000",HKD 0.1000,BMG2120L1072,,Y,,Y,,,,Y,,,,,,
00335,UPBEST GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG9288X1043,,Y,,Y,,,,Y,,,,,,
00336,HUABAO INTL,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG4639H1227,,Y,Y,Y,,,,Y,,,,,,
00337,GREENLAND HK,Equity,Equity Securities (Main Board),"1,000",HKD 0.5000,KYG4587S1049,,Y,Y,Y,,,,Y,,,,,,
00338,SHANGHAI PECHEM,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004C8,,Y,Y,Y,,,,Y,,,,,,
00339,CORE ECON INV,Equity,Investment Companies,"10,000",HKD 0.0200,BMG2423L1019,,Y,,Y,,,,Y,,,,,,
00340,TONGGUAN GOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,,,Y,,Y,,,,Y,,,,,,
00341,CAFE DE CORAL H,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG1744V1037,,Y,Y,Y,,,,Y,,,,,,
00342,NEWOCEAN ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6469T1009,,Y,Y,Y,,,,Y,,,,,,
00343,CULTURECOM HOLD,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,BMG2587F2058,,Y,,Y,,,,Y,,,,,,
00345,VITASOY INT'L,Equity,Equity Securities (Main Board),"2,000",,HK0345001611,,Y,Y,Y,,,,Y,,,,,,
00346,YANCHANG PETRO,Equity,Equity Securities (Main Board),"10,000",HKD 0.0200,BMG9833W1064,,Y,,Y,,,,Y,,,,,,
00347,ANGANG STEEL,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000001V4,,Y,Y,Y,,,,Y,,,,,,
00348,CHINAHEALTHWISE,Equity,Equity Securities (Main Board),"50,000",HKD 0.1000,KYG2120E1035,,Y,,Y,,,,Y,,,,,,
00351,ASIA ENERGY LOG,Equity,Equity Securities (Main Board),"10,000",,HK0000527306,,Y,,Y,,,,Y,,,,,,
00352,FORTUNE SUN,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG364261076,,Y,,Y,,,,Y,,,,,,
00353,ENERGY INTINV,Equity,Equity Securities (Main Board),"20,000",HKD 0.1000,KYG3041H1184,,Y,,Y,,,,Y,,,,,,
00354,CHINASOFT INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,KYG2110A1114,,Y,Y,Y,,,,Y,,,,,,
00355,CENTURY C INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG2020F1683,,Y,,Y,,,,Y,,,,,,
00356,DT CAPITAL,Equity,Investment Companies,"30,000",HKD 0.0100,KYG2848V1068,,Y,,Y,,,,Y,,,,,,
00357,MEILAN AIRPORT,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000003B2,,Y,,Y,,,,Y,,,,,,
00358,JIANGXI COPPER,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000003K3,,Y,Y,Y,,Y,,Y,,,,,,
00359,HAISHENG JUICE,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG2111D1060,,Y,,Y,,,,Y,,,,,,
00360,NEW FOCUS AUTO,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG645451090,,Y,,Y,,,,Y,,,,,,
00361,SINO GOLF HOLD,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG816821091,,Y,,Y,,,,Y,,,,,,
00362,XINYANG MAOJIAN,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,,,Y,,Y,,,,Y,,,,,,
00363,SHANGHAI IND H,Equity,Equity Securities (Main Board),"1,000",,HK0363006039,,Y,Y,Y,,,,Y,,,,,,
00364,BLOCKCHAIN GP,Equity,Equity Securities (Main Board),"8,000",HKD 0.2000,KYG117671035,,Y,,Y,,,,Y,,,,,,
00365,UNIS HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG9340L1063,,Y,,Y,,,,Y,,,,,,
00366,LUKS GROUP (VN),Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG5700D1065,,Y,,Y,,,,Y,,,,,,
00367,CHUANG'S INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.2500,BMG2122V1458,,Y,Y,Y,,,,Y,,,,,,
00369,WING TAI PPT,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,BMG9716V1000,,Y,Y,Y,,,,Y,,,,,,
00370,CHINA BEST,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,BMG2111B1422,,Y,,Y,,,,Y,,,,,,
00371,BJ ENT WATER,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0957L1090,,Y,Y,Y,,,,Y,,,,,,
00372,PT INTL DEV,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG7S93G1188,,Y,,Y,,,,Y,,,,,,
00373,ALLIED GROUP,Equity,Equity Securities (Main Board),"2,000",,HK0373013660,,Y,Y,Y,,,,Y,,,,,,
00374,FOUR SEAS MER,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG365451049,,Y,,Y,,,,Y,,,,,,
00375,YGM TRADING,Equity,Equity Securities (Main Board),"1,000",,HK0375001663,,Y,,Y,,,,Y,,,,,,
00376,YUNFENG FIN,Equity,Equity Securities (Main Board),"2,000",,HK0000091790,,Y,Y,Y,,,,Y,,,,,,
00377,HUAJUN INTL GP,Equity,Equity Securities (Main Board),80,HKD 1.0000,,,Y,,Y,,,,Y,,,,,,
00378,FDG KINETIC,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG3381K1018,,Y,,Y,,,,Y,,,,,,
00379,EG LEASING,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG2119F1037,,Y,,Y,,,,Y,,,,,,
00380,SOFTPOWER INT,Equity,Equity Securities (Main Board),"4,000",HKD 0.0200,BMG8253D1011,,Y,,Y,,,,Y,,,,,,
00381,KIU HUNG INT'L,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,KYG5283T1067,,Y,,Y,,,,Y,,,,,,
00382,EDVANTAGE GROUP,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG2901A1067,,Y,,Y,,,,Y,,,,,,
00383,CHINA MED&HCARE,Equity,Equity Securities (Main Board),"10,000",HKD 0.0005,BMG2133H1016,,Y,Y,Y,,,,Y,,,,,,
00384,CHINA GAS HOLD,Equity,Equity Securities (Main Board),200,HKD 0.0100,BMG2109G1033,,Y,Y,Y,Y,,,Y,,,,,,
00385,CHINNEY ALLI,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2109L1697,,Y,,Y,,,,Y,,,,,,
00386,SINOPEC CORP,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002Q2,,Y,Y,Y,Y,Y,Y,Y,,,,,,
00387,LEEPORT(HOLD),Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG542851040,,Y,,Y,,,,Y,,,,,,
00388,HKEX,Equity,Equity Securities (Main Board),100,,HK0388045442,,Y,Y,Y,Y,Y,Y,Y,,,,,,
00389,TONTINE WINES,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG215A41075,,Y,,Y,,,,Y,,,,,,
00390,CHINA RAILWAY,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000007Z2,,Y,Y,Y,Y,Y,,Y,,,,,,
00391,MEI AH ENTER,Equity,Equity Securities (Main Board),"20,000",HKD 0.0200,BMG5964A1523,,Y,,Y,,,,Y,,,,,,
00392,BEIJING ENT,Equity,Equity Securities (Main Board),500,,HK0392044647,,Y,Y,Y,,,,Y,,,,,,
00393,GLORIOUS SUN,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG3939X1002,,Y,,Y,,,,Y,,,,,,
00395,SMARTAC GP CH,Equity,Equity Securities (Main Board),"8,000",HKD 0.0500,KYG8207P1019,,Y,,Y,,,,Y,,,,,,
00396,HING LEE (HK),Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG451171018,,Y,,Y,,,,Y,,,,,,
00397,POWER FINANCIAL,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG7210B1090,,Y,,Y,,,,Y,,,,,,
00398,ORIENTAL WATCH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6773R1051,,Y,,Y,,,,Y,,,,,,
00399,INNOVATIVE PHAR,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,BMG4783W1073,,Y,,Y,,,,Y,,,,,,
00400,COGOBUY,Equity,Equity Securities (Main Board),"1,000",USD 0.0000,KYG225371072,,Y,,Y,,,,Y,,,,,,
00401,WANJIA GROUP,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG9431A1004,,Y,,Y,,,,Y,,,,,,
00402,PEACEMAP HOLD,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG695651023,,Y,,Y,,,,Y,,,,,,
00403,STARLITE HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG8438Y1030,,Y,,Y,,,,Y,,,,,,
00404,HSIN CHONG GP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG4634Z1014,,Y,,Y,,,,Y,,,,,,
00405,YUEXIU REIT,Real Estate Investment Trusts,,"1,000",,HK0405033157,,Y,Y,Y,,,,Y,Yuexiu REIT Asset Management Ltd.,,,,,
00406,YAU LEE HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG9834K1505,,Y,,Y,,,,Y,,,,,,
00408,YIP'S CHEMICAL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG9842Z1164,,Y,,Y,,,,Y,,,,,,
00410,SOHO CHINA,Equity,Equity Securities (Main Board),500,HKD 0.0200,KYG826001003,,Y,Y,Y,,,,Y,,,,,,
00411,LAM SOON (HK),Equity,Equity Securities (Main Board),"1,000",,HK0411006957,,Y,,Y,,,,Y,,,,,,
00412,CHINA SDHS FIN,Equity,Equity Securities (Main Board),"6,000",HKD 0.00025,,,Y,Y,Y,,,,Y,,,,,,
00413,SC HOLDINGS,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG8279G1120,,Y,,Y,,,,Y,,,,,,
00416,BANKOFJINZHOU,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000023B0,,Y,,Y,,,,Y,,,,,,
00417,TSE SUI LUEN,Equity,Equity Securities (Main Board),"2,000",HKD 0.2500,BMG911231519,,Y,,Y,,,,Y,,,,,,
00418,FOUNDER HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG3654D1074,,Y,,Y,,,,Y,,,,,,
00419,HUAYI TENCENT,Equity,Equity Securities (Main Board),"10,000",HKD 0.0200,KYG4642G1038,,Y,,Y,,,,Y,,,,,,
00420,FOUNTAIN SET,Equity,Equity Securities (Main Board),"2,000",,HK0420001817,,Y,,Y,,,,Y,,,,,,
00422,VMEP HOLDINGS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG936171019,,Y,,Y,,,,Y,,,,,,
